journal_full_title;issn;eissn;doi;period;is_gold;is_hybrid;is_green;non_oa;bfi_level;publisher;institution;corresponding_author;corresponding_institution;euro;submission_fee;page_charge;color_charge;CC-charge;discount;dk_funding
Food Control;0956-7135;;10.1016/j.foodcont.2014.12.011;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Mejeri, kød og planteproduktteknologi;;;;;;;;;
International Journal of Environmental Analytical Chemistry;0306-7319;;10.1155/2015/209214;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Mejeri, kød og planteproduktteknologi;;;;;;;;;
Lebensmittel - Wissenschaft und Technologie;0023-6438;;10.1016/j.lwt.2015.03.048;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Mejeri, kød og planteproduktteknologi;;;;;;;;;
Lebensmittel - Wissenschaft und Technologie;0023-6438;;10.1016/j.lwt.2015.03.018;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Mejeri, kød og planteproduktteknologi;;;;;;;;;
Meat Science;0309-1740;;10.1016/j.meatsci.2014.10.009;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:2, 2015:BFI:2;;Mejeri, kød og planteproduktteknologi;;;;;;;;;
Meat Science;0309-1740;;10.1016/j.meatsci.2014.09.010;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:2, 2015:BFI:2;;Mejeri, kød og planteproduktteknologi;;;;;;;;;
Molecules;1420-3049;;10.3390/molecules201219791;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Mejeri, kød og planteproduktteknologi;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0117608;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Mejeri, kød og planteproduktteknologi;;;;;;;;;
Applied Microbiology and Biotechnology;0175-7598;;10.1007/s00253-014-5931-0;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Applied Microbiology and Biotechnology;0175-7598;;10.1007/s00253-014-6054-3;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Applied Soil Ecology;0929-1393;;10.1016/j.apsoil.2014.09.010;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
B M C Biochemistry;1471-2091;;10.1186/s12858-015-0032-y;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
B M C Microbiology;1471-2180;;10.1186/s12866-015-0542-1;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Environmental Science & Technology (Washington);0013-936X;;10.1021/es504956a;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbial Ecology and Biotechnology;;;;;;;;;
Environmental Science & Technology (Washington);0013-936X;;10.1021/es506318b;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbial Ecology and Biotechnology;;;;;;;;;
Environmental Science and Pollution Research;0944-1344;;10.1007/s11356-014-3367-9;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Extremophiles;1431-0651;;10.1007/s00792-014-0704-3;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Frontiers in Bioscience;1093-9946;;10.3389/fmolb.2015.00070;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.00073;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.01363;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Journal of Environmental Management;0301-4797;;10.1016/j.jenvman.2014.12.024;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbial Ecology and Biotechnology;;;;;;;;;
Microbial Biotechnology;1751-7907;;10.1111/1751-7915.12343;2016;;;;;2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Microbial Biotechnology;1751-7907;;10.1111/1751-7915.12404;2016;;;;;2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Microporous and Mesoporous Materials;1387-1811;;10.1016/j.micromeso.2015.02.001;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0124863;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
PeerJ;2167-83592013 ? …;;10.7717/peerj.1476;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
mBio (Print);2150-75112011 ? 2012;;10.1128/mBio.00079-15;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbial Ecology and Biotechnology;;;;;;;;;
Frontiers in Microbiology;1664-302X2012 ? …;;10.3389/fmicb.2014.00750;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology;;;;;;;;;
Frontiers in Microbiology;1664-302X2012 ? …;;10.3389/fmicb.2015.00399;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.01366;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Microbiology;;;;;;;;;
Frontiers in Plant Science;1664-462X;;10.3389/fpls.2015.00485;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology;;;;;;;;;
I S M E Journal;1751-7362;;10.1038/ismej.2014.96;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology;;;;;;;;;
Microbiome;2049-2618;;10.1186/s40168-016-0208-8;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Microbiology;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0162390;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Microbiology;;;;;;;;;
Pest Management Science;1526-4998;;10.1002/ps.3796;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology;;;;;;;;;
Soil Biology & Biochemistry;0038-0717;;10.1016/j.soilbio.2015.06.027;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology;;;;;;;;;
The I S M E Journal;1751-7362;;10.1038/ismej.2016.16;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Microbiology;;;;;;;;;
B M C Microbiology;1471-2180;;10.1186/s12866-015-0602-6;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology and Fermentation;;;;;;;;;
F E M S Microbiology Letters;0378-1097;;10.1093/femsle/fnv103;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology and Fermentation;;;;;;;;;
Food Chemistry;0308-8146;;10.1016/j.foodchem.2015.03.088;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology and Fermentation;;;;;;;;;
Food Microbiology;0740-0020;;10.1016/j.fm.2014.01.003;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology and Fermentation;;;;;;;;;
Foodborne Pathogens and Disease;1535-3141;;10.1089/fpd.2014.1930;2015;;;;;2008:BFI:-1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology and Fermentation;;;;;;;;;
Gut Microbes;1949-09762011 ? …;;10.1080/19490976.2015.1011876;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology and Fermentation;;;;;;;;;
International Dairy Journal;0958-6946;;10.1016/j.idairyj.2015.01.019;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:2, 2015:BFI:2;;Microbiology and Fermentation;;;;;;;;;
International Dairy Journal;0958-6946;;10.1016/j.idairyj.2014.09.002;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:2, 2015:BFI:2;;Microbiology and Fermentation;;;;;;;;;
International Journal of Food Microbiology;0168-1605;;10.1016/j.ijfoodmicro.2014.11.026;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology and Fermentation;;;;;;;;;
International Journal of Food Microbiology;0168-1605;;10.1016/j.ijfoodmicro.2014.09.021;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology and Fermentation;;;;;;;;;
International Journal of Food Microbiology;0168-1605;;10.1016/j.ijfoodmicro.2015.04.011;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology and Fermentation;;;;;;;;;
International Journal of Food Microbiology;0168-1605;;10.1016/j.ijfoodmicro.2014.12.030;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology and Fermentation;;;;;;;;;
Journal of Biomedicine and Biotechnology;2314-6133;;10.1155/2015/347216;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology and Fermentation;;;;;;;;;
Journal of Dairy Science;0022-0302;;10.3168/jds.2014-8517;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology and Fermentation;;;;;;;;;
Journal of Dairy Science;0022-0302;;10.3168/jds.2014-8971;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Microbiology and Fermentation;;;;;;;;;
Journal of Food Science and Technology;0022-1155;;10.1111/ijfs.12708;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology and Fermentation;;;;;;;;;
Journal of Microbiological Methods;0167-7012;;10.1016/j.mimet.2015.10.024;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology and Fermentation;;;;;;;;;
Microbiome;2049-2618;;10.1186/s40168-015-0131-4;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Microbiology and Fermentation;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0128611;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Microbiology and Fermentation;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0155233;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Microbiology and Fermentation;;;;;;;;;
Aquatic Toxicology;0166-445X;;10.1016/j.aquatox.2015.02.011;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Miljøkemi;;;;;;;;;
Chemosphere;0045-6535;;10.1016/j.chemosphere.2014.06.033;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Miljøkemi;;;;;;;;;
Environmental Science and Pollution Research;0944-1344;;10.1007/s11356-014-3737-3;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
Frontiers in Marine Science;;;10.3389/fmars.2015.00088;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
Frontiers in Microbiology;1664-302X2012 ? …;;10.3389/fmicb.2015.00225;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
Frontiers in Plant Science;1664-462X;;10.3389/fpls.2015.00169;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
Journal of Chromatography A;0021-9673;;10.1016/j.chroma.2015.01.025;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
Journal of Environmental Management;0301-4797;;10.1016/j.jenvman.2015.03.019;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Miljøkemi;;;;;;;;;
Journal of Materials Chemistry A;2050-74882013 ? …;;10.1039/c4ta07083f;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
Microbial Cell Factories;1475-2859;;10.1186/s12934-015-0322-5, 10.1186/s12934-016-0413-y;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
Molecular Ecology;0962-1083;;10.1111/mec.13067;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Miljøkemi;;;;;;;;;
R S C Advances;2046-2069;;10.1039/c4ra15406a;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep10591;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
Wetlands;0277-5212;;10.1007/s13157-014-0608-0;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Miljøkemi;;;;;;;;;
International Journal of Cancer;0020-7136;;10.1002/ijc.30380;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
Marine Biology Research;1745-1000;;10.1080/17451000.2014.904883;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
Molecular Cancer;1476-4598;;10.1186/s12943-015-0472-4;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
Molecular and Cellular Biochemistry;0300-8177;;10.1007/s11010-015-2351-0;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms7800;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0126432;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0160658;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0168884;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
Physiological Reports;2051-817X;;10.14814/phy2.12698;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
Physiological Reports;2051-817X;;10.14814/phy2.12788;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Molecular Integrative Physiology;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0157027;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Molekylær fysiologi;;;;;;;;;
B M C Genomics;1471-2164;;10.1186/s12864-015-1549-6;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
B M C Plant Biology;1471-2229;;10.1186/s12870-015-0474-9;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Frontiers in Plant Science;1664-462X;;10.3389/fpls.2015.00762;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Frontiers in Plant Science;1664-462X;;10.3389/fpls.2015.00697;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Frontiers in Plant Science;1664-462X2012 ? …;;10.3389/fpls.2015.00343;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Frontiers in Plant Science;1664-462X;;10.3389/fpls.2016.00161;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Frontiers in Plant Science;1664-462X;;10.3389/fpls.2016.00774;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Journal of Chemical Ecology;0098-0331;;10.1007/s10886-015-0641-3;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Journal of Experimental Botany;0022-0957;;10.1093/jxb/eru401;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Molekylær Plantebiologi;;;;;;;;;
Journal of Experimental Botany;0022-0957;;10.1093/jxb/erw355;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Molekylær Plantebiologi;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms11486;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Molekylær Plantebiologi;;;;;;;;;
P L o S Genetics;1553-7390;;10.1371/journal.pgen.1004779;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:1, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Molekylær Plantebiologi;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0140491;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Phytochemistry;0031-9422;;10.1016/j.phytochem.2014.12.006;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Plant Cell;1040-4651;;10.1105/tpc.15.00335;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Molekylær Plantebiologi;;;;;;;;;
Plant Disease;0191-2917;;10.1094/PDIS-10-14-1017-PDN;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Plant Physiology and Biochemistry;0981-9428;;10.1016/j.plaphy.2015.10.009;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Plant, Soil and Environment;1214-1178;;10.17221/999/2014-PSE;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
eLife;2050-084X2013 ? …;;10.7554/eLife.05604;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Molekylær Plantebiologi;;;;;;;;;
Journal of Natural Products;0163-3864;;10.1021/acs.jnatprod.5b00333;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:1, 2015:BFI:1;;Natural Products and Peptides;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0163260;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Natural Products and Peptides;;;;;;;;;
Photochemical & Photobiological Sciences;1474-905X;;10.1039/c4pp00423j;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Neuronal Signalling Lab;;;;;;;;;
Amazonia;;;;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Niels Bohr Institutet - Afd.;;;;;;;;;
